 EVENT 1
            -NAN   0.337000E+03           -NAN   0.322995E+03   0.129000E+03
            -NAN   0.325000E+03           -NAN   0.289000E+03   0.106000E+03
            -NAN   0.311000E+03           -NAN   0.283000E+03   0.115000E+03
            -NAN   0.339000E+03           -NAN   0.318000E+03   0.112000E+03
            -NAN   0.369000E+03           -NAN   0.361995E+03   0.135000E+03
            -NAN   0.366000E+03           -NAN   0.303994E+03   0.100000E+03
            -NAN   0.366000E+03           -NAN   0.348994E+03   0.129000E+03
            -NAN   0.458000E+03           -NAN   0.418000E+03   0.169000E+03
            -NAN   0.290000E+03           -NAN   0.269997E+03   0.109000E+03
            -NAN   0.334000E+03           -NAN   0.317000E+03   0.126000E+03
            -NAN   0.369000E+03           -NAN   0.319999E+03   0.119000E+03
            -NAN   0.293000E+03           -NAN   0.232996E+03   0.790000E+02
            -NAN   0.351000E+03           -NAN   0.319998E+03   0.121000E+03
            -NAN   0.398000E+03           -NAN   0.372999E+03   0.141000E+03
            -NAN   0.322000E+03           -NAN   0.299998E+03   0.105000E+03
            -NAN   0.344000E+03           -NAN   0.330998E+03   0.142000E+03
            -NAN   0.318000E+03           -NAN   0.308993E+03   0.127000E+03
            -NAN   0.293000E+03           -NAN   0.245000E+03   0.900000E+02
            -NAN   0.312000E+03           -NAN   0.276994E+03   0.102000E+03
            -NAN   0.341000E+03           -NAN   0.318000E+03   0.127000E+03
            -NAN   0.331000E+03           -NAN   0.294996E+03   0.112000E+03
            -NAN   0.348000E+03           -NAN   0.329998E+03   0.136000E+03
            -NAN   0.343000E+03           -NAN   0.320997E+03   0.124000E+03
            -NAN   0.333000E+03           -NAN   0.330996E+03   0.132000E+03
            -NAN   0.344000E+03           -NAN   0.350000E+03   0.134000E+03
            -NAN   0.393000E+03           -NAN   0.381993E+03   0.159000E+03
            -NAN   0.328000E+03           -NAN   0.297000E+03   0.115000E+03
            -NAN   0.325000E+03           -NAN   0.278993E+03   0.106000E+03
            -NAN   0.360000E+03           -NAN   0.328994E+03   0.113000E+03
            -NAN   0.377000E+03           -NAN   0.357000E+03   0.150000E+03
            -NAN   0.378000E+03           -NAN   0.352996E+03   0.139000E+03
            -NAN   0.360000E+03           -NAN   0.327000E+03   0.122000E+03
            -NAN   0.309000E+03           -NAN   0.296999E+03   0.101000E+03
            -NAN   0.341000E+03           -NAN   0.325000E+03   0.124000E+03
            -NAN   0.433000E+03           -NAN   0.418996E+03   0.163000E+03
            -NAN   0.348000E+03           -NAN   0.352996E+03   0.139000E+03
            -NAN   0.362000E+03           -NAN   0.352998E+03   0.143000E+03
            -NAN   0.383000E+03           -NAN   0.360995E+03   0.145000E+03
            -NAN   0.314000E+03           -NAN   0.294000E+03   0.110000E+03
            -NAN   0.398000E+03           -NAN   0.377995E+03   0.139000E+03
            -NAN   0.352000E+03           -NAN   0.340000E+03   0.129000E+03
            -NAN   0.345000E+03           -NAN   0.311996E+03   0.121000E+03
            -NAN   0.380000E+03           -NAN   0.338998E+03   0.124000E+03
            -NAN   0.367000E+03           -NAN   0.350000E+03   0.136000E+03
            -NAN   0.385000E+03           -NAN   0.362000E+03   0.150000E+03
            -NAN   0.318000E+03           -NAN   0.294995E+03   0.114000E+03
            -NAN   0.288000E+03           -NAN   0.270999E+03   0.970000E+02
            -NAN   0.320000E+03           -NAN   0.309995E+03   0.120000E+03
            -NAN   0.358000E+03           -NAN   0.304998E+03   0.116000E+03
            -NAN   0.293000E+03           -NAN   0.273000E+03   0.106000E+03
            -NAN   0.366000E+03           -NAN   0.350999E+03   0.129000E+03
            -NAN   0.356000E+03           -NAN   0.344992E+03   0.126000E+03
            -NAN   0.347000E+03           -NAN   0.350994E+03   0.140000E+03
            -NAN   0.441000E+03           -NAN   0.392994E+03   0.135000E+03
            -NAN   0.302000E+03           -NAN   0.293999E+03   0.115000E+03
            -NAN   0.320000E+03           -NAN   0.308998E+03   0.126000E+03
            -NAN   0.344000E+03           -NAN   0.348000E+03   0.150000E+03
            -NAN   0.287000E+03           -NAN   0.281998E+03   0.116000E+03
            -NAN   0.303000E+03           -NAN   0.291000E+03   0.114000E+03
            -NAN   0.308000E+03           -NAN   0.273995E+03   0.970000E+02
            -NAN   0.392000E+03           -NAN   0.370995E+03   0.143000E+03
            -NAN   0.278000E+03           -NAN   0.280997E+03   0.111000E+03
            -NAN   0.361000E+03           -NAN   0.349000E+03   0.136000E+03
            -NAN   0.337000E+03           -NAN   0.303998E+03   0.123000E+03
            -NAN   0.342000E+03           -NAN   0.328000E+03   0.130000E+03
            -NAN   0.332000E+03           -NAN   0.297998E+03   0.129000E+03
            -NAN   0.408000E+03           -NAN   0.381000E+03   0.159000E+03
            -NAN   0.372000E+03           -NAN   0.344000E+03   0.128000E+03
            -NAN   0.334000E+03           -NAN   0.300000E+03   0.117000E+03
            -NAN   0.340000E+03           -NAN   0.306000E+03   0.110000E+03
            -NAN   0.360000E+03           -NAN   0.322997E+03   0.116000E+03
            -NAN   0.329000E+03           -NAN   0.316000E+03   0.118000E+03
            -NAN   0.391000E+03           -NAN   0.345993E+03   0.135000E+03
            -NAN   0.351000E+03           -NAN   0.330999E+03   0.127000E+03
            -NAN   0.283000E+03           -NAN   0.293000E+03   0.134000E+03
            -NAN   0.291000E+03           -NAN   0.263000E+03   0.102000E+03
            -NAN   0.373000E+03           -NAN   0.362993E+03   0.148000E+03
            -NAN   0.304000E+03           -NAN   0.254994E+03   0.960000E+02
            -NAN   0.305000E+03           -NAN   0.281999E+03   0.117000E+03
            -NAN   0.277000E+03           -NAN   0.253000E+03   0.100000E+03
